"Startup Name","Industry","Funding Rounds","Investment Amount (USD)","Valuation (USD)","Number of Investors","Country","Year Founded","Growth Rate (%)"
"Startup_2934","EdTech","9","4964990901.02","14529639667.633","50","USA","2002","114.41"
"Startup_2935","Biotech","8","825576652.59","2189926736.0399","5","Brazil","2011","48.06"
"Startup_2936","E-commerce","1","2403355773.23","10674097611.249","22","Brazil","2007","113.43"
"Startup_2937","HealthTech","9","454077917.38","901888618.70326","15","France","2000","165.96"
"Startup_2938","SaaS","9","4027501473.22","15463110659.819","17","Brazil","2006","183.28"
"Startup_2939","Blockchain","7","3553022567.85","6846089905.207","1","China","2002","86.58"
"Startup_2940","Blockchain","6","3612651812.43","9651504691.9428","16","Australia","2002","63.77"
"Startup_2941","SaaS","2","2205136183","5847410242.7975","39","India","2010","134.9"
"Startup_2942","SaaS","6","3895188287.31","6603161953.9952","48","Singapore","2019","70.9"
"Startup_2943","E-commerce","6","3283790323.95","9012165517.5217","39","Australia","2015","123.67"
"Startup_2944","Biotech","9","4685597519.83","9607091788.8638","4","Brazil","2008","12.25"
"Startup_2945","Blockchain","1","3381184694.72","12439708048.775","46","Canada","2013","129.08"
"Startup_2946","HealthTech","1","468319781.8","792894099.63679","45","Brazil","2003","108.9"
"Startup_2947","Fintech","8","3467352423.72","12375030474.428","1","France","2018","162.17"
"Startup_2948","Biotech","5","536191983.83","1719133249.7138","30","Brazil","2007","105.76"
"Startup_2949","EdTech","4","2544760432.83","9441936108.3755","30","Singapore","2008","124.82"
"Startup_2950","EdTech","10","3415491035.04","15799538816.627","4","Canada","2005","131.69"
"Startup_2951","EdTech","7","1014906178.29","4554213319.7616","6","Canada","2013","42.71"
"Startup_2952","SaaS","3","2804246513.53","13089191209.195","13","UK","2009","102.75"
"Startup_2953","AI","6","100374390.2","283660239.19724","37","China","2015","77.16"
"Startup_2954","Fintech","10","1877607080.34","3066081306.1692","48","UK","2001","197.72"
"Startup_2955","E-commerce","5","2681327525.26","5715066853.9983","27","UK","2020","164.78"
"Startup_2956","SaaS","5","2386205991.36","3851876088.9048","39","UK","2017","84.86"
"Startup_2957","AI","6","770062122.51","3359068238.8937","18","Australia","2001","138.03"
"Startup_2958","EdTech","9","4777017987.62","9930957872.8204","35","Singapore","2013","153.47"
"Startup_2959","SaaS","3","494045606.29","1704056192.7872","47","Canada","2007","88.96"
"Startup_2960","Blockchain","7","364894361.52","687351058.82755","14","Singapore","2009","133.7"
"Startup_2961","Biotech","5","1737794785.45","6985718491.5855","36","Germany","2004","32.75"
"Startup_2962","AI","7","2713265328.46","8857961289.5935","22","Germany","2003","174.44"
"Startup_2963","E-commerce","2","2997635065.83","11782704174.571","36","India","2020","151.03"
"Startup_2964","Biotech","6","84415901.97","265782972.5286","2","USA","2009","103.32"
"Startup_2965","SaaS","4","1218553923.47","1930223255.0037","12","Brazil","2000","192.32"
"Startup_2966","EdTech","7","1638104362.27","8115131811.9286","44","France","2000","78.81"
"Startup_2967","Blockchain","5","1899835374.62","8436860051.0403","7","USA","2005","82.6"
"Startup_2968","Fintech","3","65390932.81","266900341.69442","22","India","2006","36.28"
"Startup_2969","EdTech","8","1950897784.51","3451459385.5861","37","Singapore","2008","46.73"
"Startup_2970","Blockchain","10","3782111901.91","13722955975.14","35","Brazil","2000","49.17"
"Startup_2971","Biotech","6","1366697841.3","3072105444.5424","15","China","2014","20.67"
"Startup_2972","Fintech","7","923788189.36","3870103476.0382","17","UK","2008","173.7"
"Startup_2973","AI","5","2853398449.95","6476989500.1674","38","France","2008","163"
"Startup_2974","Fintech","10","248505288.18","1017778488.8841","20","USA","2013","96.43"
"Startup_2975","E-commerce","7","4630714581.32","13086843233.519","17","China","2014","114.69"
"Startup_2976","Fintech","2","3126226790.7","15399524650.051","16","India","2006","79.14"
"Startup_2977","AI","10","2952433066.9","12364729803.225","1","Australia","2010","96.39"
"Startup_2978","Biotech","1","2557154616.68","9743392048.3162","15","Singapore","2011","50.04"
"Startup_2979","Blockchain","3","4885013208.11","7385050086.8199","43","Germany","2018","110.03"
"Startup_2980","AI","8","2831845562.9","11430854174.994","35","UK","2000","66.6"
"Startup_2981","EdTech","8","2831723787.8","9926771483.4205","14","Brazil","2005","87.3"
"Startup_2982","E-commerce","1","706301972.55","3246344497.7687","11","USA","2010","21.7"
"Startup_2983","AI","3","1493215714.02","3915217623.8295","44","Germany","2015","22.49"
"Startup_2984","Biotech","3","1330151467.97","3814417988.5382","16","Canada","2011","151.95"
"Startup_2985","AI","9","1097709288.96","3445903098.5557","5","Australia","2009","109.57"
"Startup_2986","AI","1","2647307885.42","10346130908.745","25","Singapore","2016","60.13"
"Startup_2987","SaaS","1","690393053.67","3425041503.8317","27","China","2007","171.21"
"Startup_2988","Blockchain","10","1800474929.14","7042479453.7046","22","China","2001","183.26"
"Startup_2989","SaaS","1","2664144948.41","10295681653.59","8","France","2006","45.42"
"Startup_2990","Fintech","5","4770478026.18","10838740733.191","12","India","2014","183.81"
"Startup_2991","E-commerce","9","3608694170.77","7566909827.4803","18","Canada","2018","107.31"
"Startup_2992","HealthTech","7","2363219494.89","11741789551.008","6","Canada","2004","25.33"
"Startup_2993","EdTech","4","3379644686.19","5535139873.5385","2","Singapore","2009","175.31"
"Startup_2994","HealthTech","1","1142959747.65","5054822075.1005","13","Canada","2023","189.99"
"Startup_2995","HealthTech","8","565634618.65","1581445623.2833","48","Canada","2019","148.34"
"Startup_2996","HealthTech","7","3487067224.27","16437758652.372","5","Canada","2017","33.19"
"Startup_2997","EdTech","8","2748379366.56","9173912966.7573","34","Brazil","2015","107.42"
"Startup_2998","Blockchain","5","3862147012.26","17537850904.603","13","USA","2020","57.88"
"Startup_2999","Blockchain","7","4133052563.84","12412315208.3","2","France","2005","198.88"
"Startup_3000","AI","7","4267049051.91","21121654256.858","22","France","2003","131.54"
"Startup_3001","EdTech","1","731332280.86","2364840507.4977","21","Germany","2012","166.93"
"Startup_3002","SaaS","4","481555208.18","1021151631.4876","26","Brazil","2022","195.51"
"Startup_3003","Fintech","1","1767925131.61","4882234771.7545","9","Singapore","2001","13.02"
"Startup_3004","Blockchain","2","4383254190.34","9632734975.8561","21","Canada","2008","7.4"
"Startup_3005","SaaS","7","298758137.64","1283463438.4592","48","UK","2008","136.06"
"Startup_3006","Blockchain","1","1331379148.67","4183626047.3399","19","China","2022","111.41"
"Startup_3007","E-commerce","5","637777483.77","2610624488.756","20","France","2003","23.44"
"Startup_3008","Biotech","9","3901758498.77","17324902571.424","33","India","2002","175.37"
"Startup_3009","EdTech","9","3505495994.36","6889429220.7056","7","India","2021","189.81"
"Startup_3010","HealthTech","2","1809633874.7","6608640690.1487","18","Canada","2006","146.66"
"Startup_3011","E-commerce","7","1435875960.16","6659732378.9065","40","Canada","2016","52.59"
"Startup_3012","Fintech","7","1567416787.49","4371283404.8088","5","Singapore","2005","41.1"
"Startup_3013","Biotech","5","3453462521.8","5668354955.3178","23","Singapore","2001","87.52"
"Startup_3014","E-commerce","9","4297217867.28","9943688269.5811","10","USA","2007","93.57"
"Startup_3015","HealthTech","1","4830723181.9","22296587072.833","29","UK","2000","172.06"
"Startup_3016","Fintech","1","3368668118.41","8608614631.2563","20","India","2018","39.82"
"Startup_3017","AI","6","4771687627.85","17050643455.53","17","Singapore","2012","19.39"
"Startup_3018","Biotech","1","3858606878.79","14108245671.742","3","China","2010","47.59"
"Startup_3019","E-commerce","2","1782930366.83","6303368295.8473","11","Brazil","2018","116.68"
"Startup_3020","Fintech","7","3557422676.41","11437773631.09","1","France","2021","78.19"
"Startup_3021","Blockchain","10","4540696007.16","17164666785.945","39","USA","2003","73.26"
"Startup_3022","AI","4","3077013617.83","11295502711.312","3","UK","2002","126.58"
"Startup_3023","Fintech","8","2052098121.61","4677643678.3065","12","UK","2000","55.14"
"Startup_3024","Biotech","8","4689109291.2","20727144270.468","33","USA","2003","17.43"
"Startup_3025","HealthTech","8","4637218234.32","12102995887.947","23","France","2014","38.02"
"Startup_3026","EdTech","1","2804445720.59","5671509862.0009","23","UK","2000","94.9"
"Startup_3027","AI","2","1568796386.23","6237570854.5311","4","Australia","2016","159.17"
"Startup_3028","SaaS","4","544304151.96","2353009655.8098","16","Germany","2022","100.99"
"Startup_3029","Blockchain","4","2946269512.71","9676961563.544","8","Canada","2021","71.59"
"Startup_3030","EdTech","6","3009779133.24","8438713808.9923","31","UK","2020","153.23"
"Startup_3031","SaaS","3","3179547505.57","12049279238.277","18","USA","2021","24.81"
"Startup_3032","SaaS","2","2825320640.78","12671819874.789","30","Australia","2004","34.6"
"Startup_3033","EdTech","5","2734741339.96","13227818230.719","14","USA","2013","112.79"
"Startup_3034","Biotech","6","2493396079.1","9335207797.694","3","Singapore","2008","91.46"
"Startup_3035","HealthTech","7","1957890597.92","7934734404.0043","34","Canada","2015","47.54"
"Startup_3036","E-commerce","8","2151025784.98","8015386145.26","20","China","2002","63.41"
"Startup_3037","Fintech","8","1804337930.19","6545430422.7937","8","USA","2006","159.2"
"Startup_3038","Biotech","2","1529900387.27","3234457333.0028","22","Brazil","2017","50.73"
"Startup_3039","E-commerce","7","3804092714.95","13174048185.857","19","Singapore","2009","112.97"
"Startup_3040","SaaS","4","1757018730.96","5639858547.6993","23","France","2006","5.7"
"Startup_3041","Fintech","8","2550331241.67","3928792262.2867","33","Germany","2014","62.95"
"Startup_3042","Blockchain","7","2917674697.8","6648837800.4837","42","Canada","2012","85.94"
"Startup_3043","SaaS","8","2722823521.88","6832880442.7731","24","UK","2011","149.24"
"Startup_3044","Biotech","9","1674402920.43","3944455891.3867","12","UK","2008","128.41"
"Startup_3045","Biotech","4","4843389574.37","18043520153.835","46","Canada","2002","178.26"
"Startup_3046","Biotech","9","1620220105.77","2961965355.8202","46","India","2009","88.66"
"Startup_3047","HealthTech","8","2664052321.03","8218774366.3316","41","India","2010","18.63"
"Startup_3048","E-commerce","4","1065031692.16","1719698833.3406","9","UK","2005","157.39"
"Startup_3049","HealthTech","5","967600385.84","4062034497.83","2","USA","2012","188"
"Startup_3050","HealthTech","10","1306888885.32","6275661992.2704","41","Australia","2001","124.49"
"Startup_3051","HealthTech","5","2554720951.37","8949870835.0542","16","Brazil","2007","150.01"
"Startup_3052","SaaS","5","794591351.43","2166406292.3292","10","Canada","2013","9.23"
"Startup_3053","E-commerce","8","2510207560.11","10754395986.389","10","Brazil","2022","141.21"
"Startup_3054","AI","4","61463308.37","104426496.01248","49","Australia","2009","104.61"
"Startup_3055","Blockchain","6","4261120541.72","20359160221.724","22","Australia","2008","53.59"
"Startup_3056","Fintech","1","1780859475.93","7507288136.3723","41","Brazil","2021","124.47"
"Startup_3057","EdTech","1","1653060603.17","2940563177.016","40","India","2000","103.37"
"Startup_3058","Fintech","3","1814623864.35","9016388598.3652","27","Germany","2021","50.95"
"Startup_3059","E-commerce","7","1312698115.57","5232013644.6781","9","France","2011","144.02"
"Startup_3060","Fintech","9","2781514172.14","13531710191.134","32","China","2001","143.37"
"Startup_3061","HealthTech","1","2401806226.46","6259110477.4754","34","Germany","2022","42.43"
"Startup_3062","SaaS","1","4411053888.66","18273005321.19","1","Australia","2020","81.57"
"Startup_3063","Biotech","10","3312594935.28","12928520957.052","4","India","2015","108.1"
"Startup_3064","Blockchain","7","2764574193.14","13082738795.491","1","Singapore","2007","82.43"
"Startup_3065","HealthTech","2","3694729311.81","8992590530.2469","36","Australia","2022","117.06"
"Startup_3066","EdTech","7","1071067277.78","3922994194.9819","24","Australia","2013","167.01"
"Startup_3067","AI","9","4982239248.36","21977816885.31","3","India","2023","48.28"
"Startup_3068","Blockchain","4","2900980073.78","8024478656.6755","23","Singapore","2001","26.12"
"Startup_3069","EdTech","1","118760725.91","264063959.00689","29","China","2018","64.86"
"Startup_3070","SaaS","10","1119837680.68","5039175149.3045","29","UK","2012","156.17"
"Startup_3071","E-commerce","3","3663505929.71","7265624101.4012","39","Singapore","2019","93.2"
"Startup_3072","Blockchain","8","877369403.1","1573550063.0662","45","Germany","2014","6.15"
"Startup_3073","EdTech","2","3486291676.24","17209824465.343","27","Canada","2019","180.38"
"Startup_3074","HealthTech","3","2419242681.07","4452175819.3294","11","Brazil","2014","167.9"
"Startup_3075","Blockchain","8","4042805234.01","7604331036.7893","36","China","2017","94.29"
"Startup_3076","EdTech","4","1778576929.31","7028803165.0257","6","Canada","2017","18.82"
"Startup_3077","Biotech","1","1581802480.56","4281616484.9694","17","Brazil","2003","41.91"
"Startup_3078","Fintech","9","4965810352.39","19775931056.375","19","Canada","2022","175.89"
"Startup_3079","HealthTech","5","2687633337.61","7202805114.6959","13","China","2012","143.86"
"Startup_3080","AI","9","4903286117.45","17990222485.154","36","France","2014","182.71"
"Startup_3081","Biotech","3","416344107.84","911651572.20307","24","UK","2015","93.07"
"Startup_3082","E-commerce","7","3207029594.38","13204754227.537","9","China","2022","22.69"
"Startup_3083","E-commerce","1","1735303480.92","7143517755.9885","46","China","2015","198.35"
"Startup_3084","AI","8","256106795.41","643220253.669","43","Brazil","2019","155.45"
"Startup_3085","SaaS","9","2207677649.68","10953284100.189","2","Germany","2019","61.58"
"Startup_3086","E-commerce","9","2023628643.97","7330580219.7219","30","France","2015","134.7"
"Startup_3087","SaaS","5","540531315.34","2691341321.614","15","India","2017","199.47"
"Startup_3088","HealthTech","7","430318588.93","1986192172.5458","16","Canada","2004","43.36"
"Startup_3089","Biotech","5","2019410420.87","3396181820.7636","45","USA","2006","8.6"
"Startup_3090","AI","4","3016085428.2","9251300205.507","12","Canada","2010","69.15"
"Startup_3091","Fintech","9","2330521689.88","7941073344.4148","5","Australia","2004","86.08"
"Startup_3092","Fintech","9","4936426912.59","13812817755.064","24","USA","2007","176.46"
"Startup_3093","SaaS","8","2002638675.94","3412306508.6732","4","Brazil","2002","129.59"
"Startup_3094","EdTech","5","4482701547.43","12975256703.443","36","France","2003","102.85"
"Startup_3095","EdTech","9","3009532981.08","6744050886.7327","41","USA","2007","110"
"Startup_3096","HealthTech","7","948546638.28","3578822576.4937","17","Canada","2007","43.16"
"Startup_3097","AI","9","2732662101.97","5179308572.034","47","Brazil","2006","197.89"
"Startup_3098","E-commerce","9","141532957.56","427764522.74051","1","Singapore","2008","20.07"
"Startup_3099","Fintech","3","3334150562.19","5965390903.5301","28","Australia","2013","77.88"
"Startup_3100","Biotech","7","3576144364.23","12621652668.558","4","USA","2022","48.22"
"Startup_3101","Fintech","5","2339121235.33","7961211393.7315","35","Canada","2009","90.85"
"Startup_3102","SaaS","10","2962572919.13","7097833477.1977","42","Australia","2011","148.49"
"Startup_3103","HealthTech","8","3129649820.69","5432106698.7945","45","Australia","2002","45.97"
"Startup_3104","Blockchain","10","1238441544.96","4499286795.5396","37","France","2007","95.21"
"Startup_3105","EdTech","7","4624656308.05","18658329529.527","25","India","2008","95.47"
"Startup_3106","E-commerce","7","3613872622.76","12744518578.943","41","China","2004","79.06"
"Startup_3107","E-commerce","1","2777463522.46","10880692094.735","18","UK","2012","97.77"
"Startup_3108","Biotech","1","4957638479.48","10237436897.586","15","Canada","2011","49.05"
"Startup_3109","AI","2","2141398952.44","4698963968.7992","49","Germany","2004","77.1"
"Startup_3110","SaaS","5","1829713315.02","5217818205.4967","14","France","2007","167.75"
"Startup_3111","E-commerce","5","3639939475.3","12803640727.319","25","Brazil","2001","98.15"
"Startup_3112","SaaS","6","3611079965.39","15032740340.491","29","Singapore","2002","35.82"
"Startup_3113","E-commerce","5","1284144417.96","4588248270.5578","45","Canada","2018","182.4"
"Startup_3114","Fintech","2","3896020013.81","14749830513.371","33","USA","2004","76.03"
"Startup_3115","HealthTech","8","3738486289.03","8951463848.7982","17","India","2023","162.8"
"Startup_3116","Fintech","3","4419076587.36","16700327797.267","43","France","2016","193.04"
"Startup_3117","E-commerce","7","1872753026.08","4764860029.5832","26","Australia","2000","106.83"
"Startup_3118","SaaS","6","1390631631.41","4096735098.525","24","China","2022","137.31"
"Startup_3119","EdTech","8","3000275260.87","11959257738.371","39","Brazil","2001","148.21"
"Startup_3120","AI","4","507944867.93","770366704.01744","37","Australia","2002","84.4"
"Startup_3121","AI","5","4172328577.43","17604015189.883","30","UK","2009","6.08"
"Startup_3122","E-commerce","6","2207869928.04","10864797527.395","38","UK","2017","120.11"
"Startup_3123","Biotech","3","2052926760.14","6285707125.4534","45","USA","2020","45.49"
"Startup_3124","Biotech","2","511289618.53","1866163769.6025","45","Canada","2020","166.07"
"Startup_3125","SaaS","6","722693677.33","1202769721.3286","28","UK","2022","181.37"
"Startup_3126","Fintech","5","979838336.16","2023339649.8971","28","UK","2003","162.34"
"Startup_3127","EdTech","4","4919573965.56","11692733016.006","11","France","2002","63.74"
"Startup_3128","HealthTech","7","2994750627.38","7686057889.9243","32","Australia","2011","127.1"
"Startup_3129","Biotech","3","2163043600.3","8154568710.3725","2","UK","2001","146.37"
"Startup_3130","Blockchain","9","2469133270.66","7278356310.4125","38","France","2008","84.23"
"Startup_3131","HealthTech","7","3846582082.86","11843059897.069","14","Germany","2010","121.74"
"Startup_3132","HealthTech","8","1487947045.46","3122454674.0364","43","USA","2010","121.53"
"Startup_3133","HealthTech","4","2731484235.03","9330502434.9545","20","China","2001","129.64"
"Startup_3134","Fintech","4","998778215.03","3398141156.1526","3","USA","2005","163.6"
"Startup_3135","SaaS","3","4293634580.63","11164479582.728","48","Brazil","2019","89.4"
"Startup_3136","Blockchain","1","2533496305.69","11002269362.977","31","Canada","2020","112.21"
"Startup_3137","SaaS","10","4115233935.36","8014016640.8709","9","Singapore","2003","151.85"
"Startup_3138","HealthTech","8","2198017668.61","5258542121.4118","43","France","2010","51.8"
"Startup_3139","HealthTech","1","2679669071.25","7496233143.1665","8","UK","2007","127.17"
"Startup_3140","Blockchain","3","2354243359.74","11698436540.522","13","Brazil","2013","52.87"
"Startup_3141","SaaS","5","744451434.07","2430663145.6863","21","France","2017","50.62"
"Startup_3142","SaaS","10","1737638712.23","5420014533.793","28","India","2016","169.78"
"Startup_3143","SaaS","2","4137794623.01","16534974872.196","45","USA","2019","90.12"
"Startup_3144","E-commerce","4","4538290593.63","9791694552.7871","11","Germany","2001","80.2"
"Startup_3145","Fintech","10","1578632429.26","3353234327.3011","48","UK","2022","151.77"
"Startup_3146","EdTech","1","938565959.06","1534203625.3551","46","China","2006","21.09"
"Startup_3147","HealthTech","6","4243628012.03","10319683837.708","13","France","2001","195.54"
"Startup_3148","Fintech","1","3605982969.13","12048966959.04","5","Canada","2011","70.2"
"Startup_3149","Biotech","2","2691793888.69","12328707113.868","31","Germany","2013","54.35"
"Startup_3150","Blockchain","7","2889103626.36","13885832199.282","6","Singapore","2022","188.77"
"Startup_3151","E-commerce","2","4402040671.29","19080273053.624","35","Australia","2019","18.13"
"Startup_3152","Fintech","6","1683869102.95","5271864819.8188","30","Australia","2005","183.12"
"Startup_3153","Blockchain","4","2112704457.41","7385763596.8784","20","Germany","2009","58.24"
"Startup_3154","AI","4","1798289792.9","6081057239.8453","24","Germany","2015","75.86"
"Startup_3155","E-commerce","6","2386962989.52","8955882006.2498","7","Singapore","2011","149.94"
"Startup_3156","EdTech","8","336996677.72","1487587630.72","13","China","2016","81.05"
"Startup_3157","HealthTech","9","1197442681.3","3340238569.2188","45","India","2014","151.57"
"Startup_3158","E-commerce","8","1689703904.01","4558522895.0533","10","Singapore","2004","85.91"
"Startup_3159","Blockchain","5","533213823.36","1036443340.6385","30","Germany","2020","12.07"
"Startup_3160","E-commerce","6","2321665264.85","10072398211.112","7","France","2001","112.52"
"Startup_3161","EdTech","7","1414031410.08","3319078528.9387","49","UK","2008","11.51"
"Startup_3162","SaaS","1","4594652492.94","20942912965.66","30","India","2019","129.25"
"Startup_3163","AI","6","4929164393.62","13589523179.78","12","Germany","2022","174.27"
"Startup_3164","Biotech","8","2048322370.84","6392067533.8062","35","India","2006","177.83"
"Startup_3165","AI","8","260827281.58","1126975338.015","36","Germany","2020","161.55"
"Startup_3166","AI","5","2499714981.17","8366830345.7037","42","Germany","2002","149.68"
"Startup_3167","Biotech","8","1653512675.62","6179008553.3828","25","India","2006","153.51"
"Startup_3168","Biotech","10","696436167.57","1949071039.6209","15","USA","2018","100.61"
"Startup_3169","Fintech","4","2489568107.78","8947877518.7083","13","UK","2019","190.31"
"Startup_3170","E-commerce","1","303242339.45","466477970.48836","37","Germany","2002","163.24"
"Startup_3171","AI","7","1228269550.62","2606525301.5414","24","USA","2019","52.06"
"Startup_3172","AI","8","1132589895.38","2317592298.8771","46","France","2016","35.68"
"Startup_3173","HealthTech","5","3621940359.03","6779381927.7691","50","Canada","2001","14.14"
"Startup_3174","Fintech","5","4848173080.39","20605370553.294","24","Canada","2008","76.75"
"Startup_3175","Biotech","1","1001977155.58","3940313363.1181","8","USA","2011","16.79"
"Startup_3176","Blockchain","9","3627363455.47","11100985423.919","35","India","2001","40.9"
"Startup_3177","HealthTech","5","2581380233.77","12873855452.49","38","Canada","2021","68.07"
"Startup_3178","Biotech","4","92859428","413930324.80801","15","China","2004","126.82"
"Startup_3179","Blockchain","10","3826407274.56","6262625759.2764","24","Brazil","2021","54.66"
"Startup_3180","Fintech","8","3882700859.93","10243701007.4","37","Germany","2007","117.11"
"Startup_3181","Biotech","6","107987466.36","430442179.82593","39","Germany","2008","187.04"
"Startup_3182","Biotech","7","2671799649.6","4034716971.5869","39","France","2010","189.92"
"Startup_3183","Biotech","4","877239880.18","4147053666.9959","22","Brazil","2010","30.91"
"Startup_3184","EdTech","4","3791794909.54","16864301716.781","25","India","2000","59.18"
"Startup_3185","Fintech","7","3687338723.58","5580464915.345","2","China","2016","62.32"
"Startup_3186","SaaS","5","171196357.94","493367277.56688","36","France","2001","106.99"
"Startup_3187","E-commerce","3","964036624.88","3824347119.1548","8","USA","2019","137.17"
"Startup_3188","Fintech","6","414216694.58","1602034522.7495","8","UK","2005","64.06"
"Startup_3189","Blockchain","6","4689645715.29","19103871386.753","34","France","2004","157.47"
"Startup_3190","AI","5","1403095766.87","3296655769.9608","17","Singapore","2002","38.48"
"Startup_3191","Fintech","2","1869313356.49","6835250912.0143","42","UK","2011","182.11"
"Startup_3192","SaaS","7","2981270150.89","7615201500.2779","1","Brazil","2020","67.6"
"Startup_3193","Biotech","8","3991812675.65","14606894105.466","32","Brazil","2011","189.2"
"Startup_3194","AI","10","2838751790.9","9954967300.1947","30","India","2015","81.38"
"Startup_3195","SaaS","10","3092086434.32","10449835861.566","5","UK","2009","32.88"
"Startup_3196","HealthTech","9","3525143524.01","14629518209.135","3","Germany","2003","110.42"
"Startup_3197","Fintech","5","4063437874.06","15374608067.989","5","USA","2011","157.05"
"Startup_3198","E-commerce","8","2280981904.71","7991264459.2634","47","China","2018","135.81"
"Startup_3199","Fintech","8","3408635361.12","5178333723.475","50","UK","2020","51.33"
"Startup_3200","HealthTech","8","4040953868.35","20201365436.464","36","India","2005","100.58"
"Startup_3201","Blockchain","5","285905994.64","829799741.66996","2","China","2007","45.1"
"Startup_3202","SaaS","10","3154348290.44","11710303113.399","5","Singapore","2006","193.1"
"Startup_3203","EdTech","9","4476042955.37","11868822792.337","50","France","2018","147.12"
"Startup_3204","E-commerce","10","383405448.21","1707805022.2322","48","UK","2012","50.98"
"Startup_3205","E-commerce","8","4999543707.18","22478446207.918","24","France","2020","68.75"
"Startup_3206","Fintech","7","1458444595.24","4348177716.4456","5","Australia","2023","180.98"
"Startup_3207","E-commerce","9","4475219992.21","19754109777.371","19","Australia","2014","52"
"Startup_3208","HealthTech","3","944814506.26","4481203995.3185","30","Germany","2017","44.98"
"Startup_3209","E-commerce","10","3021510229.44","11773333867.701","15","India","2013","163.2"
"Startup_3210","SaaS","7","4213095818.18","7524235604.8355","14","Canada","2011","141.64"
"Startup_3211","Blockchain","3","3940789005.67","6321451048.7609","41","China","2003","70.33"
"Startup_3212","Biotech","2","813098327.17","2188144421.3652","35","USA","2016","82.4"
"Startup_3213","EdTech","4","4156043511.78","10599268753.159","27","Canada","2022","14.91"
"Startup_3214","E-commerce","7","907792640.1","3989018569.2029","41","Canada","2011","40.05"
"Startup_3215","E-commerce","10","4063681714.49","16741794382.793","26","USA","2004","172.2"
"Startup_3216","E-commerce","10","357755171.33","1276346219.472","15","Brazil","2001","74.63"
"Startup_3217","Fintech","1","1019700796.57","1931821876.8086","38","China","2011","106"
"Startup_3218","Blockchain","3","3480426353.58","10427749268.022","19","UK","2023","164.8"
"Startup_3219","Fintech","10","718095277.13","3331768362.536","33","Australia","2021","182.62"
"Startup_3220","EdTech","5","4229708551.67","17834332519.397","48","China","2009","107.32"
"Startup_3221","EdTech","1","647355454.89","2098154154.3598","2","Australia","2012","35.19"
"Startup_3222","Biotech","8","1822093655.06","6935710909.5511","5","China","2004","81.29"
"Startup_3223","Blockchain","2","947435150.47","3827325929.6623","32","Germany","2018","196.28"
"Startup_3224","EdTech","1","2002674331.85","4866852826.0689","5","India","2011","15.39"
"Startup_3225","Biotech","3","815876934.23","1965761233.6191","30","Singapore","2019","43.41"
"Startup_3226","HealthTech","10","2994223363.92","11847477640.962","46","Australia","2015","55.17"
"Startup_3227","E-commerce","1","3324588491.15","10080255152.992","49","China","2017","183.12"
"Startup_3228","SaaS","7","36769030.4","155135539.25537","27","China","2015","8.41"
"Startup_3229","Fintech","9","2602922507.18","4921962727.7703","33","France","2018","33.81"
"Startup_3230","E-commerce","2","88325299.58","189264609.91121","26","Australia","2002","87.29"
"Startup_3231","AI","2","2129334182.37","7019439762.8372","9","France","2007","181.9"
"Startup_3232","E-commerce","9","3298315214.52","8449031875.4038","22","Germany","2010","108.83"
"Startup_3233","SaaS","8","477997206.28","1190108859.3967","50","UK","2004","97.77"
"Startup_3234","Blockchain","5","3369842039.14","12327724437.103","21","Brazil","2002","70.48"
"Startup_3235","SaaS","8","4199559876.45","10359671518.92","31","Australia","2007","138.78"
"Startup_3236","Fintech","3","2432629536.14","8912105546.6782","47","Singapore","2013","30.54"
"Startup_3237","Blockchain","6","471247695.39","2150746933.0949","19","Singapore","2007","134.32"
"Startup_3238","Blockchain","2","355853645.23","1169292568.2406","37","UK","2007","143.76"
"Startup_3239","SaaS","2","1891499233.69","3277126894.1405","18","France","2019","42.09"
"Startup_3240","HealthTech","5","2908280016.9","12193094647.099","28","Germany","2012","176.54"
"Startup_3241","Biotech","3","4353275757.22","9009847297.5732","47","Singapore","2016","32.44"
"Startup_3242","SaaS","3","4547036594.28","8692720263.5491","49","Brazil","2002","186.47"
"Startup_3243","Blockchain","8","1254216547.62","4023719107.404","8","Australia","2023","178.85"
"Startup_3244","AI","7","951010430.09","2324096807.9467","37","UK","2003","44.16"
"Startup_3245","AI","9","411159569.87","1894008713.2182","6","Brazil","2015","172.71"
"Startup_3246","EdTech","1","1475105306.95","7221845879.1657","40","India","2022","110.42"
"Startup_3247","AI","1","694048420.81","2723375817.1134","44","Singapore","2000","22.8"
"Startup_3248","SaaS","10","2960071782.58","14223252946.463","42","Singapore","2009","114.63"
"Startup_3249","HealthTech","7","3914808460.46","19494470584.619","12","UK","2002","129.04"
"Startup_3250","HealthTech","4","3891788006.45","14052538106.01","44","Australia","2015","33.39"
"Startup_3251","E-commerce","1","1560977978.89","4773279182.2306","11","UK","2005","44.93"
"Startup_3252","HealthTech","9","1940384279.23","4567043415.156","12","Australia","2020","48.28"
"Startup_3253","AI","9","1510067214.16","5001572824.7274","43","Brazil","2019","184.24"
"Startup_3254","EdTech","2","1943836555.69","5879880900.144","17","USA","2002","137.24"
"Startup_3255","EdTech","3","1778906504.8","7496698543.0992","49","China","2001","38.63"
"Startup_3256","SaaS","6","4856145261.53","19913783834.298","25","Germany","2002","166.29"
"Startup_3257","EdTech","7","2484350731.73","11733762131.995","14","Australia","2018","93.44"
